OrderID,CustomerID,OrderDate,TotalAmount
211,8403,2024-10-30,5109.63
212,5329,2023-12-31,7468.24
213,9008,2023-10-22,26525.62
214,9977,2024-05-04,14543.46
215,3840,2024-05-23,1824.99
216,2285,2023-03-28,7504.24
217,4401,2023-04-07,8207.73
218,3816,2024-02-24,13457.69
219,9211,2024-11-28,20509.65
220,9572,2023-12-27,8824.04
221,2594,2023-06-23,1749.24
222,9898,2024-02-24,14893.54
223,7658,2023-04-02,12584.73
224,5059,2023-02-16,0.0
225,9090,2023-02-12,9678.86
226,1874,2024-09-18,10999.25
227,7913,2024-04-08,4863.32
228,5521,2022-12-25,569.52
229,2518,2024-06-09,0.0
230,143,2023-05-05,8096.36
231,4129,2023-06-01,3237.25
232,2106,2023-02-01,1494.62
233,4399,2023-06-14,7916.2
234,8787,2023-09-29,3316.92
235,5253,2024-11-11,8718.93
236,5565,2024-04-10,2145.48
237,1232,2024-06-17,12102.23
238,8255,2024-01-08,911.0
239,9172,2023-01-05,12905.67
240,1464,2024-03-18,4896.8
241,8130,2023-07-17,6030.76
242,2030,2023-01-23,7417.18
243,250,2023-05-14,822.7
244,6925,2023-12-18,8826.89
245,5784,2023-01-05,18307.3
246,7457,2023-05-14,0.0
247,7413,2023-07-12,6071.66
248,3371,2024-02-21,4631.66
249,3612,2024-10-09,8001.05
250,8393,2024-12-16,363.23
251,7876,2024-05-20,3998.32
252,8121,2024-06-26,2170.35
253,5395,2023-10-02,0.0
254,661,2024-01-24,8704.04
255,6662,2023-12-13,8616.39
256,8660,2023-06-03,2533.96
257,8066,2023-02-20,8186.12
258,8133,2024-01-08,14774.16
259,4832,2023-03-06,10147.78
260,8971,2024-12-20,11744.29
261,5354,2023-08-24,5712.57
262,5174,2024-10-05,1625.46
263,9833,2024-05-23,14017.24
264,1002,2024-02-19,0.0
265,4258,2024-08-11,2717.49
266,9998,2024-11-11,0.0
267,6360,2023-07-14,6942.99
268,8254,2024-03-26,2218.68
269,7577,2024-01-02,4350.05
270,2463,2022-12-22,7378.27
271,5196,2024-09-05,3169.46
272,7071,2024-05-11,0.0
273,6301,2023-09-12,2546.39
274,9524,2024-07-19,10180.4
275,5460,2024-01-06,2791.11
276,4394,2023-12-26,20131.04
277,3224,2023-01-28,1961.52
278,5621,2023-09-12,4949.51
279,700,2023-05-10,10439.69
280,8663,2023-08-18,10913.54
281,7412,2023-09-28,985.32
282,9557,2024-06-13,1322.88
283,1719,2024-06-01,3416.67
284,4144,2024-03-02,15233.35
285,4552,2023-09-11,15791.21
286,311,2023-05-23,1330.05
287,6571,2024-09-04,14427.37
288,539,2023-11-25,5971.73
289,7578,2024-03-06,10118.67
290,244,2023-05-22,10355.35
291,5819,2024-02-18,4095.64
292,6195,2023-07-25,4973.43
293,1065,2024-07-20,5169.7
294,297,2024-06-09,12926.75
295,9391,2023-09-27,3367.3
296,3849,2023-04-28,951.07
297,5844,2024-07-08,7465.65
298,9990,2024-05-28,25730.41
299,2099,2024-07-15,2016.63
300,4296,2023-05-26,7624.2
301,5857,2024-05-25,12413.35
302,898,2024-03-26,798.7
303,74,2024-04-12,11735.26
304,5854,2024-01-19,6279.84
305,2003,2023-01-01,1707.44
306,989,2023-01-07,9223.65
307,7935,2023-04-09,0.0
308,5477,2023-12-21,5217.78
309,6771,2024-01-30,26266.61
310,8527,2024-08-16,15736.34
311,4593,2024-07-10,9928.29
312,3657,2024-05-15,11971.86
313,2867,2024-02-23,266.01
314,4116,2023-05-28,14700.95
315,4873,2023-05-17,8324.53
316,6825,2024-05-09,5681.13
317,6734,2024-10-30,0.0
318,7467,2024-03-04,1338.18
319,1576,2024-02-24,1227.36
320,1665,2024-04-30,511.29
321,4281,2023-10-01,4656.08
322,4601,2024-08-12,8735.43
323,1118,2024-08-25,1285.4
324,3129,2024-05-02,1993.1
325,3491,2022-12-22,19571.69
326,8119,2024-02-09,15511.88
327,3404,2024-12-18,18090.47
328,3090,2023-09-24,403.88
329,9107,2023-12-06,688.86
330,6914,2023-08-19,7495.47
331,9704,2023-09-24,5958.8
332,1555,2024-04-01,6632.78
333,6239,2023-08-24,8211.62
334,2142,2023-08-15,10852.91
335,4530,2023-11-20,4832.31
336,4561,2023-12-12,5964.51
337,7119,2024-08-19,7884.94
338,2413,2023-01-25,6181.59
339,5529,2024-01-12,9165.7
340,8889,2024-12-21,16668.47
341,5569,2023-05-29,10375.8
342,9307,2023-06-25,16309.28
343,4041,2024-12-14,9873.15
344,8886,2023-11-12,1739.52
345,2112,2023-03-16,481.72
346,238,2023-10-04,10513.25
347,4653,2023-10-23,10358.04
348,2540,2023-05-06,8921.3
349,1991,2023-06-26,4144.93
350,1894,2023-06-13,5021.94
351,7096,2023-03-05,7629.68
352,2318,2023-05-01,4129.7
353,5512,2024-08-31,1769.16
354,200,2024-12-05,6628.73
355,4613,2024-11-28,11361.84
356,2704,2024-09-24,880.36
357,1582,2023-03-06,296.76
358,729,2023-01-07,14131.74
359,2344,2023-03-28,18328.51
360,7974,2023-08-08,3776.47
361,206,2023-03-11,2636.3
362,7155,2023-09-26,5117.32
363,8820,2023-04-27,11783.62
364,4017,2024-10-16,1095.78
365,3343,2024-12-15,0.0
366,3132,2023-06-16,12113.21
367,5507,2024-11-09,51.41
368,817,2024-07-09,683.07
369,6633,2023-11-08,9875.95
370,1428,2023-07-05,9017.85
371,4784,2024-10-15,6613.18
372,5926,2024-06-22,0.0
373,504,2023-07-08,9431.25
374,4450,2023-05-21,8891.28
375,8198,2024-01-12,19395.88
376,620,2024-03-08,18107.94
377,8736,2024-12-12,5716.92
378,3562,2024-02-06,15433.24
379,7915,2024-09-29,7192.61
380,4455,2023-08-18,3547.66
381,3664,2024-04-10,3747.78
382,9341,2023-05-27,3941.54
383,4927,2023-01-23,2498.73
384,5793,2024-07-29,1324.51
385,8877,2023-11-14,0.0
386,2215,2023-03-10,4346.1
387,3412,2023-10-25,11724.41
388,6759,2024-01-21,1647.35
389,7121,2023-01-29,22737.96
390,7594,2023-11-14,6501.12
391,1470,2023-07-25,1546.36
392,863,2023-11-08,4211.96
393,2811,2023-07-10,2060.09
394,4566,2024-03-04,7501.2
395,1199,2023-04-15,4443.44
396,282,2023-02-01,10663.34
397,1313,2024-01-03,9221.78
398,9746,2023-02-24,42.32
399,8515,2023-09-30,4001.96
400,643,2024-04-04,12499.48
401,9899,2024-09-02,333.74
402,8083,2022-12-27,3568.06
403,8579,2023-05-10,14497.85
404,3619,2023-05-25,7965.32
405,2595,2023-07-28,7911.94
406,5570,2024-08-06,12535.59
407,8576,2024-08-18,5660.9
408,2591,2023-01-10,3994.16
409,3879,2024-08-31,5972.52
410,1788,2024-10-17,3330.44
411,2092,2023-12-02,5848.32
412,3149,2023-03-18,21023.3
413,2487,2023-04-14,15720.81
414,7786,2024-08-05,4592.64
415,916,2023-06-20,440.56
416,4318,2024-12-21,12749.92
417,72,2023-06-03,10140.89
418,5493,2024-04-19,8520.02
419,1849,2023-12-16,0.0
420,7052,2024-09-29,0.0
421,3440,2024-08-13,623.88
422,5191,2023-07-13,6183.09
423,174,2024-12-11,721.98
424,1466,2023-01-30,17952.94
425,7605,2023-04-04,3162.96
426,4433,2023-04-21,9204.01
427,6388,2024-04-11,120.43
428,2415,2023-12-13,9334.6
429,5435,2024-01-10,16496.57
430,2627,2024-10-03,0.0
431,6417,2023-02-15,3815.4
432,2308,2023-01-31,20612.26
433,1017,2024-12-21,1197.82
434,6538,2024-10-31,18508.62
435,2728,2023-12-05,0.0
436,5316,2024-04-02,2451.24
437,7192,2023-11-02,19473.74
438,1682,2023-01-10,10849.46
439,5792,2023-05-30,1131.65
440,5768,2024-03-31,2494.57
441,2911,2024-01-25,5418.16
442,1728,2023-04-04,12402.14
443,8372,2023-11-09,18427.77
444,6737,2023-02-25,1750.29
445,1869,2023-10-28,10404.44
446,5038,2024-09-23,5323.96
447,40,2023-03-18,7418.56
448,8264,2023-11-08,14964.98
449,7577,2024-07-23,0.0
450,2781,2023-02-03,8300.43
451,3821,2023-07-27,19825.67
452,8717,2024-02-09,15224.18
453,3666,2024-03-21,2145.35
454,6020,2024-12-15,7265.59
455,3438,2024-11-30,21369.52
456,9586,2023-02-06,8668.14
457,4130,2024-05-31,5720.96
458,324,2024-05-10,120.69
459,3489,2024-09-18,7453.0
460,1426,2024-06-19,8200.55
461,3302,2023-11-08,8242.51
462,5258,2023-07-19,2936.38
463,4208,2024-02-09,0.0
464,6628,2024-04-26,0.0
465,821,2024-11-20,3577.88
466,5237,2024-08-10,4220.32
467,5709,2023-11-08,0.0
468,7909,2023-02-19,5195.18
469,1714,2023-12-14,14944.24
470,2441,2023-01-19,13882.25
471,6670,2023-11-06,8466.68
472,5573,2023-03-14,3110.98
473,1732,2024-09-20,6849.3
474,6186,2023-03-23,1336.18
475,2019,2023-02-15,279.8
476,9840,2024-09-05,705.19
477,9427,2024-05-09,708.8
478,4267,2023-08-01,8392.32
479,9248,2023-07-23,12757.41
480,3088,2023-12-10,5218.56
481,531,2024-11-05,7580.88
482,4279,2024-05-01,19124.52
483,3393,2024-02-19,2817.19
484,1709,2024-05-14,5247.82
485,7231,2024-02-10,5196.35
486,3036,2024-04-18,3985.82
487,2462,2023-02-24,3199.02
488,8410,2024-11-21,9454.23
489,1103,2024-01-31,13492.41
490,6931,2024-03-23,8239.65
491,4623,2024-01-14,10210.39
492,2531,2024-03-14,5082.93
493,7421,2024-04-14,7820.65
494,2966,2024-02-04,9546.66
495,1170,2023-01-02,2064.2
496,5885,2024-11-15,2523.56
497,5535,2023-06-13,11964.88
498,8049,2023-02-13,8528.4
499,7041,2024-05-15,6652.93
500,8807,2023-06-04,8696.75
501,6905,2024-06-20,6585.46
502,6521,2023-04-26,308.88
503,1580,2023-05-04,20306.94
504,6843,2023-02-17,0.0
505,1348,2024-03-15,0.0
506,6971,2023-05-08,5308.08
507,4317,2023-02-05,1683.0
508,9364,2023-10-11,4691.74
509,204,2024-09-28,10741.94
510,8240,2023-04-15,1875.29
511,4321,2024-01-07,2325.38
512,2199,2024-01-31,8166.42
513,7251,2023-12-19,5083.72
514,4208,2023-06-12,14716.02
515,4839,2024-06-14,0.0
516,5420,2024-05-10,10106.68
517,1639,2023-01-30,2662.2
518,5316,2023-08-27,12933.1
519,8579,2024-09-21,4165.03
520,270,2024-04-29,5982.6
521,6006,2024-06-26,611.04
522,5276,2024-11-08,14357.51
523,3445,2023-03-04,62.96
524,6812,2023-01-27,15973.91
525,3488,2024-05-07,9534.48
526,662,2024-06-15,9306.2
527,9108,2023-09-30,16134.34
528,4826,2023-12-14,996.09
529,6531,2024-01-20,8663.26
530,5621,2023-01-31,4696.23
531,1327,2024-08-02,9947.69
532,8349,2023-07-28,8087.3
533,7956,2024-07-31,0.0
534,1511,2024-09-03,6976.88
535,5946,2023-08-22,6675.28
536,2333,2023-04-10,7877.36
537,9911,2023-07-27,12549.8
538,5750,2024-04-22,9504.53
539,8161,2023-10-03,7268.01
540,2767,2023-09-23,411.16
541,2443,2023-11-02,14516.11
542,4896,2024-06-09,2237.25
543,8712,2023-02-23,4246.72
544,3873,2024-03-26,0.0
545,2186,2024-11-16,6775.99
546,5897,2023-09-03,2733.0
547,1321,2024-08-22,5210.77
548,6525,2024-08-16,14475.61
549,3580,2024-04-03,14614.98
550,4901,2023-02-25,11629.14
551,5791,2023-06-05,11108.97
552,9756,2024-11-16,15038.72
553,7513,2024-04-03,6169.17
554,6169,2023-06-01,4030.92
555,6777,2024-02-14,3974.8
556,1250,2023-12-18,1754.81
557,5956,2024-09-21,16710.09
558,8908,2024-09-07,9142.18
559,8304,2023-06-28,3251.85
560,9151,2024-04-20,7763.08
561,3909,2023-07-31,17739.17
562,5069,2024-09-06,15853.02
563,2147,2023-12-04,2375.54
564,8153,2023-06-27,5664.68
565,6009,2023-12-16,4940.57
566,4285,2024-06-14,12869.31
567,3306,2024-01-18,7730.48
568,5836,2024-05-18,21589.97
569,4371,2024-06-13,5119.06
570,7554,2024-03-10,8715.98
571,3391,2023-02-21,6600.02
572,1931,2024-05-19,4477.48
573,3861,2024-04-14,27165.64
574,9571,2024-12-21,26613.57
575,341,2022-12-24,1939.77
576,5394,2023-05-17,12394.92
577,9977,2023-08-24,1333.43
578,1222,2024-08-25,7409.1
579,7559,2023-04-01,6408.56
580,2623,2023-09-19,3006.97
581,9900,2024-12-16,0.0
582,9115,2023-04-13,5972.52
583,6676,2024-04-29,6127.04
584,4437,2023-08-26,15513.47
585,4144,2024-10-30,0.0
586,8219,2023-03-15,12332.07
587,2917,2024-09-05,1509.3
588,9346,2023-09-18,1664.78
589,1020,2024-07-20,860.19
590,7112,2024-02-06,1808.58
591,9521,2024-07-03,8910.35
592,7896,2023-01-26,7937.65
593,8558,2024-04-04,6287.92
594,458,2024-06-09,11337.77
595,3008,2023-04-18,9776.39
596,4488,2024-06-01,11756.18
597,1294,2023-11-10,2742.93
598,4241,2023-10-08,7175.66
599,4355,2023-09-09,2168.92
600,5762,2024-11-08,5531.32
601,3330,2024-03-21,8739.26
602,7839,2023-04-23,604.5
603,7281,2023-11-09,6253.28
604,5897,2023-11-01,9414.57
605,800,2024-08-21,9885.05
606,7286,2024-05-19,2713.23
607,6684,2024-03-11,17923.32
608,4290,2024-09-10,12343.32
609,840,2024-10-03,1359.97
610,2912,2023-08-21,7534.57
611,2543,2023-06-11,1739.96
612,9489,2024-10-31,4277.54
613,9653,2024-06-13,2099.62
614,7206,2024-02-20,8973.04
615,2939,2023-10-31,19025.73
616,7658,2023-06-15,0.0
617,9607,2023-10-12,11775.06
618,2950,2024-06-27,16199.84
619,6066,2024-02-25,0.0
620,8939,2024-02-07,0.0
621,1390,2024-06-28,10374.65
622,1327,2023-09-15,0.0
623,5385,2024-11-14,11143.87
624,1176,2024-04-01,11333.27
625,3393,2023-10-15,0.0
626,4383,2023-06-17,12411.63
627,3368,2024-09-03,8806.52
628,1239,2024-08-14,10995.42
629,5215,2024-03-24,0.0
630,5305,2023-04-20,6096.1
631,7220,2024-08-05,1893.02
632,9325,2023-07-31,1605.02
633,6106,2024-06-20,16932.55
634,8533,2024-04-22,6060.32
635,3403,2024-12-04,783.54
636,5778,2024-05-18,312.51
637,4074,2023-04-19,8915.55
638,4771,2024-02-20,5998.89
639,1750,2023-09-26,846.98
640,180,2023-07-28,0.0
641,4632,2023-01-24,8173.26
642,128,2024-03-04,1458.25
643,3354,2022-12-29,0.0
644,4953,2024-12-02,3274.16
645,7685,2023-11-07,8896.06
646,9220,2023-05-10,2993.02
647,7063,2023-06-27,14956.3
648,5816,2023-09-21,0.0
649,4373,2023-06-21,6398.92
650,3874,2023-11-25,672.21
651,3000,2022-12-31,7180.6
652,2836,2024-11-09,4884.33
653,8958,2023-06-06,0.0
654,5646,2024-06-16,6775.59
655,8194,2023-06-12,3244.38
656,7804,2023-10-20,18075.14
657,3797,2023-04-26,4292.14
658,1924,2023-08-23,4132.86
659,6662,2024-06-19,1308.05
660,6696,2023-02-13,8965.75
661,2343,2024-07-12,6059.93
662,6380,2024-07-28,10265.29
663,4279,2024-03-30,16330.42
664,5384,2024-09-01,2671.46
665,7337,2024-08-12,16427.11
666,1275,2024-05-21,1642.65
667,3798,2024-05-11,10225.28
668,6744,2024-10-06,3464.38
669,2035,2023-09-06,13187.0
670,4556,2024-11-15,6545.65
671,3723,2024-12-18,4826.02
672,9834,2023-05-13,8268.54
673,6894,2024-02-04,0.0
674,4082,2023-09-28,18351.11
675,5737,2024-05-27,9475.24
676,4473,2024-03-27,1146.92
677,1535,2023-08-05,3498.04
678,7316,2023-06-25,17150.4
679,7284,2023-01-23,4210.38
680,2799,2024-07-08,10552.41
681,6591,2023-04-28,0.0
682,7668,2023-12-13,1443.46
683,1402,2023-02-09,13101.13
684,8103,2023-07-15,4535.63
685,7708,2023-10-23,11807.81
686,9915,2023-11-29,28525.19
687,1569,2023-03-14,16135.67
688,5312,2023-06-11,3969.03
689,3499,2024-04-23,11146.7
690,9508,2023-12-24,0.0
691,4404,2023-03-28,18334.74
692,454,2023-06-19,16168.57
693,3655,2023-01-12,3596.4
694,169,2024-04-03,22108.48
695,8103,2024-10-27,4008.96
696,567,2023-12-01,5320.74
697,5639,2023-04-01,3865.6
698,7422,2023-08-14,2105.28
699,337,2023-08-03,7397.48
700,5374,2023-10-25,13065.74
701,4998,2024-10-18,4837.25
702,727,2024-11-09,0.0
703,4908,2023-06-01,2956.92
704,2255,2024-11-13,13715.43
705,1148,2023-10-27,4708.52
706,7343,2023-01-09,10420.48
707,4682,2024-06-03,18829.03
708,1117,2023-06-16,11765.68
709,7515,2024-09-01,0.0
710,7511,2024-08-28,10638.31
711,719,2024-05-11,7096.5
712,7789,2023-03-11,18073.28
713,8026,2023-05-05,1740.48
714,3997,2022-12-23,10853.24
715,7321,2023-05-29,0.0
716,7790,2023-01-21,2223.98
717,727,2023-03-05,4913.96
718,9547,2023-02-21,1422.31
719,7985,2023-06-25,7847.65
720,4748,2024-01-01,3309.02
721,4843,2024-05-30,2604.08
722,4697,2024-02-03,8718.85
723,2725,2024-01-09,3202.87
724,5495,2024-11-27,7824.75
725,4181,2024-08-12,5691.74
726,6503,2024-02-04,5949.75
727,2627,2023-11-16,20486.93
728,352,2023-08-30,5020.64
729,6333,2024-02-08,20303.11
730,86,2024-06-06,4303.48
731,659,2024-04-06,5904.13
732,4614,2024-03-22,4818.7
733,1812,2024-03-17,3668.9
734,2733,2023-05-26,12520.95
735,2523,2023-08-25,8791.29
736,8252,2024-03-17,2482.48
737,7529,2023-08-04,18081.71
738,4209,2023-03-01,13969.13
739,3698,2023-07-30,10081.66
740,1078,2023-12-19,999.65
741,9372,2023-12-08,7776.74
742,4340,2023-12-23,3870.43
743,1241,2024-12-11,1715.82
744,6459,2023-02-08,11389.08
745,1969,2024-02-11,4565.73
746,1217,2023-08-27,0.0
747,3470,2024-04-04,19110.29
748,2056,2024-11-09,14615.96
749,218,2024-07-30,10227.23
750,1001,2024-07-06,3764.42
751,1508,2023-01-19,4422.8
752,3411,2023-03-03,6121.92
753,3547,2023-09-03,7738.24
754,2284,2023-06-19,6245.55
755,9143,2023-07-30,5163.71
756,6949,2024-01-18,0.0
757,5350,2024-09-01,0.0
758,5121,2024-04-30,5393.34
759,5635,2023-08-05,11974.45
760,3327,2023-07-19,2648.8
761,3457,2023-08-04,2899.88
762,5855,2024-08-01,3492.06
763,7828,2024-08-09,15883.87
764,4322,2024-03-21,1095.78
765,7956,2024-04-25,11362.49
766,6746,2023-08-13,3199.94
767,3866,2024-11-16,2045.4
768,8489,2023-07-17,14104.43
769,7942,2024-05-28,7952.34
770,2098,2024-06-19,5366.35
771,5553,2024-07-25,18165.42
772,3881,2023-01-10,7700.16
773,592,2023-07-31,10490.51
774,3735,2024-03-04,15375.5
775,2211,2024-07-05,4774.56
776,337,2023-05-10,5898.26
777,7669,2023-11-28,1342.2
778,6552,2023-11-04,0.0
779,4731,2024-04-27,5358.4
780,4826,2024-03-08,13104.97
781,3276,2023-02-11,3870.36
782,9782,2024-05-11,9283.17
783,9088,2024-03-02,4225.04
784,7669,2023-06-26,3040.58
785,2137,2024-12-15,5520.88
786,2343,2023-04-01,8740.92
787,8396,2023-05-22,575.46
788,1902,2023-08-16,0.0
789,9230,2023-11-01,0.0
790,6843,2023-02-19,16259.13
791,788,2023-06-29,20408.56
792,45,2023-01-25,0.0
793,373,2024-05-28,12750.58
794,9802,2024-09-24,0.0
795,7327,2023-11-03,8210.46
796,8261,2023-02-16,6292.95
797,8008,2023-12-13,11775.58
798,5599,2023-05-04,626.29
799,263,2024-05-08,12649.52
800,6441,2024-05-16,15108.26
801,9732,2022-12-28,11854.08
802,9042,2024-07-19,19853.23
803,6632,2023-04-07,8658.14
804,553,2022-12-22,22132.75
805,2533,2022-12-29,2116.06
806,3359,2024-10-19,8044.13
807,7846,2023-12-12,7425.94
808,9176,2024-07-06,20524.81
809,728,2024-05-24,4632.77
810,6605,2023-07-27,10818.71
811,3996,2024-04-16,10301.08
812,8017,2024-07-26,30602.62
813,6369,2023-08-12,7274.87
814,8515,2023-03-15,1648.1
815,231,2023-10-22,6278.85
816,4557,2023-07-06,5376.34
817,6915,2024-07-12,8127.65
818,8382,2024-06-07,0.0
819,809,2023-07-14,5374.35
820,1763,2023-08-07,5029.7
821,5367,2024-02-26,7943.09
822,2802,2023-10-20,4573.66
823,3284,2024-05-08,0.0
824,8030,2024-04-11,9636.74
825,1678,2023-11-30,15966.61
826,753,2024-03-26,4425.95
827,4880,2023-03-14,12291.27
828,9380,2024-10-14,104.17
829,6659,2023-04-07,6625.85
830,5541,2024-10-06,10924.39
831,4000,2023-04-23,0.0
832,3391,2023-11-14,21716.85
